期权代码,交易日期,期权收盘价,期权交易量,期权交易额,期权名称,看涨看跌类型,执行价格,到期日,上市日期,退市日期,上证50ETF价格,上证50ETF日度收益率,无风险收益率（shibor),剩余到期时间（年）
10007579.SH,20241014,1.2335,199.0,238.5555,南方中证500ETF期权2412认购4.40,C,4.4,2024-12-25,20240709,20241225,2.827,1.1811,1.93,0.19726027397260273
10007572.SH,20241014,0.0022,19015.0,50.349,华泰柏瑞沪深300ETF期权2412认沽3.00,P,3.0,2024-12-25,20240709,20241225,2.827,1.1811,1.93,0.19726027397260273
10007571.SH,20241014,1.034,264.0,262.2906,华泰柏瑞沪深300ETF期权2412认购3.00,C,3.0,2024-12-25,20240709,20241225,2.827,1.1811,1.93,0.19726027397260273
10007566.SH,20241014,0.004,7261.0,30.0704,华夏上证50ETF期权2412认沽2.20,P,2.2,2024-12-25,20240709,20241225,2.827,1.1811,1.93,0.19726027397260273
10007565.SH,20241014,0.6378,162.0,100.6105,华夏上证50ETF期权2412认购2.20,C,2.2,2024-12-25,20240709,20241225,2.827,1.1811,1.93,0.19726027397260273
10007560.SH,20241014,0.0004,10542.0,5.3009,华夏上证科创板50ETF期权2412认沽0.50,P,0.5,2024-12-25,20240705,20241225,2.827,1.1811,1.93,0.19726027397260273
10007559.SH,20241014,0.461,30.0,13.1304,华夏上证科创板50ETF期权2412认购0.50,C,0.5,2024-12-25,20240705,20241225,2.827,1.1811,1.93,0.19726027397260273
10007554.SH,20241014,0.0136,13099.0,228.657,南方中证500ETF期权2412认沽4.50,P,4.5,2024-12-25,20240705,20241225,2.827,1.1811,1.93,0.19726027397260273
10007553.SH,20241014,1.178,238.0,262.0084,南方中证500ETF期权2412认购4.50,C,4.5,2024-12-25,20240705,20241225,2.827,1.1811,1.93,0.19726027397260273
10007546.SH,20241014,0.0005,8445.0,4.8825,易方达上证科创板50ETF期权2412认沽0.50,P,0.5,2024-12-25,20240703,20241225,2.827,1.1811,1.93,0.19726027397260273
10007545.SH,20241014,0.4417,74.0,30.7506,易方达上证科创板50ETF期权2412认购0.50,C,0.5,2024-12-25,20240703,20241225,2.827,1.1811,1.93,0.19726027397260273
10007450.SH,20241014,0.019,6599.0,161.0561,南方中证500ETF期权2412认沽4.60,P,4.6,2024-12-25,20240625,20241225,2.827,1.1811,1.93,0.19726027397260273
10007449.SH,20241014,1.0657,214.0,215.1156,南方中证500ETF期权2412认购4.60,C,4.6,2024-12-25,20240625,20241225,2.827,1.1811,1.93,0.19726027397260273
10007434.SH,20241014,0.0262,5024.0,171.6395,南方中证500ETF期权2412认沽4.70,P,4.7,2024-12-25,20240527,20241225,2.827,1.1811,1.93,0.19726027397260273
10007433.SH,20241014,0.9908,364.0,335.6255,南方中证500ETF期权2412认购4.70,C,4.7,2024-12-25,20240527,20241225,2.827,1.1811,1.93,0.19726027397260273
10007332.SH,20241014,0.93,139.0,142.6452,南方中证500ETF期权2412认沽6.50,P,6.5,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007331.SH,20241014,0.7177,355.0,277.6854,南方中证500ETF期权2412认沽6.25,P,6.25,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007330.SH,20241014,0.5248,1266.0,761.9172,南方中证500ETF期权2412认沽6.00,P,6.0,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007329.SH,20241014,0.36,3016.0,1187.8143,南方中证500ETF期权2412认沽5.75,P,5.75,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007328.SH,20241014,0.228,5917.0,1553.5142,南方中证500ETF期权2412认沽5.50,P,5.5,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007327.SH,20241014,0.1321,5352.0,898.6058,南方中证500ETF期权2412认沽5.25,P,5.25,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007326.SH,20241014,0.0675,5305.0,455.9153,南方中证500ETF期权2412认沽5.00,P,5.0,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007325.SH,20241014,0.05,3128.0,199.7,南方中证500ETF期权2412认沽4.90,P,4.9,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007324.SH,20241014,0.0367,3964.0,178.6352,南方中证500ETF期权2412认沽4.80,P,4.8,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007323.SH,20241014,0.1011,9502.0,866.8036,南方中证500ETF期权2412认购6.50,C,6.5,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007322.SH,20241014,0.1423,6505.0,834.5858,南方中证500ETF期权2412认购6.25,C,6.25,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007321.SH,20241014,0.2015,6342.0,1148.2216,南方中证500ETF期权2412认购6.00,C,6.0,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007320.SH,20241014,0.2866,5042.0,1325.8746,南方中证500ETF期权2412认购5.75,C,5.75,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007319.SH,20241014,0.4,3719.0,1372.4763,南方中证500ETF期权2412认购5.50,C,5.5,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007318.SH,20241014,0.5501,2305.0,1169.3344,南方中证500ETF期权2412认购5.25,C,5.25,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007317.SH,20241014,0.7403,2163.0,1482.4109,南方中证500ETF期权2412认购5.00,C,5.0,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007316.SH,20241014,0.7887,243.0,184.3384,南方中证500ETF期权2412认购4.90,C,4.9,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007315.SH,20241014,0.9056,725.0,625.2833,南方中证500ETF期权2412认购4.80,C,4.8,2024-12-25,20240517,20241225,2.827,1.1811,1.93,0.19726027397260273
10007260.SH,20241014,1.129,105.0,124.59909,南方中证500ETF期权2412认沽6.644,P,6.644,2024-12-25,20240510,20241225,2.827,1.1811,1.93,0.19726027397260273
10007259.SH,20241014,0.0826,4644.0,365.977424,南方中证500ETF期权2412认购6.644,C,6.644,2024-12-25,20240510,20241225,2.827,1.1811,1.93,0.19726027397260273
10007254.SH,20241014,0.2264,3370.0,825.8994,华泰柏瑞沪深300ETF期权2412认沽4.10,P,4.1,2024-12-25,20240508,20241225,2.827,1.1811,1.93,0.19726027397260273
10007253.SH,20241014,0.1837,10474.0,1930.5231,华泰柏瑞沪深300ETF期权2412认购4.10,C,4.1,2024-12-25,20240508,20241225,2.827,1.1811,1.93,0.19726027397260273
10007246.SH,20241014,0.0904,5679.0,565.0105,华夏上证50ETF期权2412认沽2.75,P,2.75,2024-12-25,20240507,20241225,2.827,1.1811,1.93,0.19726027397260273
10007245.SH,20241014,0.1797,3236.0,575.8717,华夏上证50ETF期权2412认购2.75,C,2.75,2024-12-25,20240507,20241225,2.827,1.1811,1.93,0.19726027397260273
10007238.SH,20241014,0.12,735.0,99.1758,易方达上证科创板50ETF期权2412认沽1.00,P,1.0,2024-12-25,20240430,20241225,2.827,1.1811,1.93,0.19726027397260273
10007237.SH,20241014,0.058,7144.0,374.4307,易方达上证科创板50ETF期权2412认购1.00,C,1.0,2024-12-25,20240430,20241225,2.827,1.1811,1.93,0.19726027397260273
10007236.SH,20241014,0.1074,1881.0,219.0277,华夏上证科创板50ETF期权2412认沽1.00,P,1.0,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007235.SH,20241014,0.0693,13338.0,882.6296,华夏上证科创板50ETF期权2412认购1.00,C,1.0,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007234.SH,20241014,0.8344,145.0,137.865612,南方中证500ETF期权2412认沽6.398,P,6.398,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007233.SH,20241014,0.1152,3035.0,336.274461,南方中证500ETF期权2412认购6.398,C,6.398,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007232.SH,20241014,0.1607,5774.0,1121.3782,华泰柏瑞沪深300ETF期权2412认沽4.00,P,4.0,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007231.SH,20241014,0.2266,8993.0,1974.4067,华泰柏瑞沪深300ETF期权2412认购4.00,C,4.0,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007230.SH,20241014,0.07,4112.0,323.1011,华夏上证50ETF期权2412认沽2.70,P,2.7,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007229.SH,20241014,0.2085,1030.0,214.0631,华夏上证50ETF期权2412认购2.70,C,2.7,2024-12-25,20240429,20241225,2.827,1.1811,1.93,0.19726027397260273
10007228.SH,20241014,0.0849,4322.0,420.9907,易方达上证科创板50ETF期权2412认沽0.95,P,0.95,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007227.SH,20241014,0.0542,4610.0,325.9015,易方达上证科创板50ETF期权2412认沽0.90,P,0.9,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007226.SH,20241014,0.0325,4324.0,190.4385,易方达上证科创板50ETF期权2412认沽0.85,P,0.85,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007225.SH,20241014,0.018,4567.0,105.0179,易方达上证科创板50ETF期权2412认沽0.80,P,0.8,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007224.SH,20241014,0.0096,8573.0,110.6003,易方达上证科创板50ETF期权2412认沽0.75,P,0.75,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007223.SH,20241014,0.0043,9878.0,64.2129,易方达上证科创板50ETF期权2412认沽0.70,P,0.7,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007222.SH,20241014,0.0018,13284.0,46.6801,易方达上证科创板50ETF期权2412认沽0.65,P,0.65,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007221.SH,20241014,0.0007,13404.0,15.131,易方达上证科创板50ETF期权2412认沽0.60,P,0.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007220.SH,20241014,0.0007,7719.0,4.5503,易方达上证科创板50ETF期权2412认沽0.55,P,0.55,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007219.SH,20241014,0.0734,7502.0,483.2018,易方达上证科创板50ETF期权2412认购0.95,C,0.95,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007218.SH,20241014,0.0963,5469.0,455.5387,易方达上证科创板50ETF期权2412认购0.90,C,0.9,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007217.SH,20241014,0.1254,1492.0,169.3586,易方达上证科创板50ETF期权2412认购0.85,C,0.85,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007216.SH,20241014,0.1559,1390.0,193.0745,易方达上证科创板50ETF期权2412认购0.80,C,0.8,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007215.SH,20241014,0.1994,1117.0,203.5019,易方达上证科创板50ETF期权2412认购0.75,C,0.75,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007214.SH,20241014,0.2441,2058.0,465.5029,易方达上证科创板50ETF期权2412认购0.70,C,0.7,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007213.SH,20241014,0.2914,784.0,217.3169,易方达上证科创板50ETF期权2412认购0.65,C,0.65,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007212.SH,20241014,0.3408,548.0,179.8453,易方达上证科创板50ETF期权2412认购0.60,C,0.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007211.SH,20241014,0.3922,71.0,25.1032,易方达上证科创板50ETF期权2412认购0.55,C,0.55,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007210.SH,20241014,0.0722,7386.0,626.3698,华夏上证科创板50ETF期权2412认沽0.95,P,0.95,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007209.SH,20241014,0.0457,10108.0,576.4016,华夏上证科创板50ETF期权2412认沽0.90,P,0.9,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007208.SH,20241014,0.0269,6109.0,218.7298,华夏上证科创板50ETF期权2412认沽0.85,P,0.85,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007207.SH,20241014,0.014,16434.0,284.2897,华夏上证科创板50ETF期权2412认沽0.80,P,0.8,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007206.SH,20241014,0.0063,18103.0,158.1906,华夏上证科创板50ETF期权2412认沽0.75,P,0.75,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007205.SH,20241014,0.0027,16852.0,69.8659,华夏上证科创板50ETF期权2412认沽0.70,P,0.7,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007204.SH,20241014,0.001,18647.0,35.6937,华夏上证科创板50ETF期权2412认沽0.65,P,0.65,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007203.SH,20241014,0.001,12539.0,16.3349,华夏上证科创板50ETF期权2412认沽0.60,P,0.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007202.SH,20241014,0.0006,10185.0,8.8927,华夏上证科创板50ETF期权2412认沽0.55,P,0.55,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007201.SH,20241014,0.0887,10757.0,892.6729,华夏上证科创板50ETF期权2412认购0.95,C,0.95,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007200.SH,20241014,0.1115,3676.0,374.8208,华夏上证科创板50ETF期权2412认购0.90,C,0.9,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007199.SH,20241014,0.1435,2175.0,269.6015,华夏上证科创板50ETF期权2412认购0.85,C,0.85,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007198.SH,20241014,0.1777,2118.0,339.3852,华夏上证科创板50ETF期权2412认购0.80,C,0.8,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007197.SH,20241014,0.2233,1897.0,390.5067,华夏上证科创板50ETF期权2412认购0.75,C,0.75,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007196.SH,20241014,0.2693,1843.0,464.8259,华夏上证科创板50ETF期权2412认购0.70,C,0.7,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007195.SH,20241014,0.3123,219.0,66.0762,华夏上证科创板50ETF期权2412认购0.65,C,0.65,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007194.SH,20241014,0.3664,51.0,17.3846,华夏上证科创板50ETF期权2412认购0.60,C,0.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007193.SH,20241014,0.4055,6.0,2.3925,华夏上证科创板50ETF期权2412认购0.55,C,0.55,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007192.SH,20241014,0.6367,243.0,171.976593,南方中证500ETF期权2412认沽6.152,P,6.152,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007191.SH,20241014,0.4599,589.0,310.384444,南方中证500ETF期权2412认沽5.906,P,5.906,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007190.SH,20241014,0.3087,2813.0,993.427426,南方中证500ETF期权2412认沽5.659,P,5.659,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007189.SH,20241014,0.1927,1590.0,363.039457,南方中证500ETF期权2412认沽5.413,P,5.413,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007188.SH,20241014,0.1062,1400.0,191.415518,南方中证500ETF期权2412认沽5.167,P,5.167,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007187.SH,20241014,0.052,1375.0,95.111214,南方中证500ETF期权2412认沽4.921,P,4.921,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007186.SH,20241014,0.0384,1649.0,82.08579,南方中证500ETF期权2412认沽4.823,P,4.823,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007185.SH,20241014,0.0287,2327.0,87.45667,南方中证500ETF期权2412认沽4.724,P,4.724,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007184.SH,20241014,0.0204,3744.0,104.42255,南方中证500ETF期权2412认沽4.626,P,4.626,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007183.SH,20241014,0.1626,1191.0,186.711234,南方中证500ETF期权2412认购6.152,C,6.152,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007182.SH,20241014,0.2299,1369.0,288.428989,南方中证500ETF期权2412认购5.906,C,5.906,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007181.SH,20241014,0.324,1592.0,480.419461,南方中证500ETF期权2412认购5.659,C,5.659,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007180.SH,20241014,0.4511,772.0,326.545854,南方中证500ETF期权2412认购5.413,C,5.413,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007179.SH,20241014,0.6038,420.0,235.145174,南方中证500ETF期权2412认购5.167,C,5.167,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007178.SH,20241014,0.77,163.0,122.632927,南方中证500ETF期权2412认购4.921,C,4.921,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007177.SH,20241014,0.8549,229.0,187.542221,南方中证500ETF期权2412认购4.823,C,4.823,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007176.SH,20241014,0.9715,307.0,278.83358,南方中证500ETF期权2412认购4.724,C,4.724,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007175.SH,20241014,1.0374,235.0,234.626506,南方中证500ETF期权2412认购4.626,C,4.626,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007174.SH,20241014,0.1211,6786.0,1001.5027,华泰柏瑞沪深300ETF期权2412认沽3.90,P,3.9,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007173.SH,20241014,0.0847,6644.0,710.5028,华泰柏瑞沪深300ETF期权2412认沽3.80,P,3.8,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007172.SH,20241014,0.0558,9724.0,696.802,华泰柏瑞沪深300ETF期权2412认沽3.70,P,3.7,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007171.SH,20241014,0.0373,10241.0,488.4878,华泰柏瑞沪深300ETF期权2412认沽3.60,P,3.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007170.SH,20241014,0.023,10390.0,322.6666,华泰柏瑞沪深300ETF期权2412认沽3.50,P,3.5,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007169.SH,20241014,0.0142,11101.0,231.7369,华泰柏瑞沪深300ETF期权2412认沽3.40,P,3.4,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007168.SH,20241014,0.0087,20685.0,269.1874,华泰柏瑞沪深300ETF期权2412认沽3.30,P,3.3,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007167.SH,20241014,0.0055,19365.0,154.0854,华泰柏瑞沪深300ETF期权2412认沽3.20,P,3.2,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007166.SH,20241014,0.0031,25552.0,115.6704,华泰柏瑞沪深300ETF期权2412认沽3.10,P,3.1,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007165.SH,20241014,0.2816,3400.0,933.1625,华泰柏瑞沪深300ETF期权2412认购3.90,C,3.9,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007164.SH,20241014,0.345,2727.0,912.1527,华泰柏瑞沪深300ETF期权2412认购3.80,C,3.8,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007163.SH,20241014,0.4142,1548.0,611.3389,华泰柏瑞沪深300ETF期权2412认购3.70,C,3.7,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007162.SH,20241014,0.4958,1346.0,647.2008,华泰柏瑞沪深300ETF期权2412认购3.60,C,3.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007161.SH,20241014,0.5799,1277.0,708.7887,华泰柏瑞沪深300ETF期权2412认购3.50,C,3.5,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007160.SH,20241014,0.6679,476.0,307.2612,华泰柏瑞沪深300ETF期权2412认购3.40,C,3.4,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007159.SH,20241014,0.7613,610.0,453.0451,华泰柏瑞沪深300ETF期权2412认购3.30,C,3.3,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007158.SH,20241014,0.8568,298.0,252.9502,华泰柏瑞沪深300ETF期权2412认购3.20,C,3.2,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007157.SH,20241014,0.95,250.0,224.1192,华泰柏瑞沪深300ETF期权2412认购3.10,C,3.1,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007156.SH,20241014,0.0531,5190.0,305.0939,华夏上证50ETF期权2412认沽2.65,P,2.65,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007155.SH,20241014,0.0397,6766.0,297.0083,华夏上证50ETF期权2412认沽2.60,P,2.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007154.SH,20241014,0.0292,7592.0,245.0832,华夏上证50ETF期权2412认沽2.55,P,2.55,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007153.SH,20241014,0.0214,8317.0,196.3097,华夏上证50ETF期权2412认沽2.50,P,2.5,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007152.SH,20241014,0.0154,10235.0,172.6723,华夏上证50ETF期权2412认沽2.45,P,2.45,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007151.SH,20241014,0.0117,11603.0,146.638,华夏上证50ETF期权2412认沽2.40,P,2.4,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007150.SH,20241014,0.0086,15278.0,140.0403,华夏上证50ETF期权2412认沽2.35,P,2.35,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007149.SH,20241014,0.0065,11476.0,77.8101,华夏上证50ETF期权2412认沽2.30,P,2.3,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007148.SH,20241014,0.0052,7892.0,42.1041,华夏上证50ETF期权2412认沽2.25,P,2.25,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007147.SH,20241014,0.2432,1373.0,337.8587,华夏上证50ETF期权2412认购2.65,C,2.65,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007146.SH,20241014,0.2779,939.0,257.3294,华夏上证50ETF期权2412认购2.60,C,2.6,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007145.SH,20241014,0.3185,1034.0,328.9624,华夏上证50ETF期权2412认购2.55,C,2.55,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007144.SH,20241014,0.3575,422.0,152.4241,华夏上证50ETF期权2412认购2.50,C,2.5,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007143.SH,20241014,0.4038,611.0,247.1,华夏上证50ETF期权2412认购2.45,C,2.45,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007142.SH,20241014,0.4493,513.0,232.0306,华夏上证50ETF期权2412认购2.40,C,2.4,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007141.SH,20241014,0.4967,786.0,386.7617,华夏上证50ETF期权2412认购2.35,C,2.35,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007140.SH,20241014,0.542,514.0,272.4044,华夏上证50ETF期权2412认购2.30,C,2.3,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10007139.SH,20241014,0.58,219.0,124.3055,华夏上证50ETF期权2412认购2.25,C,2.25,2024-12-25,20240425,20241225,2.827,1.1811,1.93,0.19726027397260273
10008236.SH,20241014,0.3656,148.0,55.8776,易方达上证科创板50ETF期权2410认沽1.30,P,1.3,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008235.SH,20241014,0.3103,68.0,21.3018,易方达上证科创板50ETF期权2410认沽1.25,P,1.25,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008234.SH,20241014,0.2543,9.0,2.357,易方达上证科创板50ETF期权2410认沽1.20,P,1.2,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008233.SH,20241014,0.2046,85.0,19.3545,易方达上证科创板50ETF期权2410认沽1.15,P,1.15,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008232.SH,20241014,0.0015,12107.0,23.9058,易方达上证科创板50ETF期权2410认购1.30,C,1.3,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008231.SH,20241014,0.0014,3714.0,6.2409,易方达上证科创板50ETF期权2410认购1.25,C,1.25,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008230.SH,20241014,0.0021,5589.0,18.3868,易方达上证科创板50ETF期权2410认购1.20,C,1.2,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008229.SH,20241014,0.0036,4803.0,21.8358,易方达上证科创板50ETF期权2410认购1.15,C,1.15,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008204.SH,20241014,0.384,119.0,47.7188,华夏上证科创板50ETF期权2410认沽1.35,P,1.35,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008203.SH,20241014,0.3357,240.0,85.7787,华夏上证科创板50ETF期权2410认沽1.30,P,1.3,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008202.SH,20241014,0.2883,66.0,19.5313,华夏上证科创板50ETF期权2410认沽1.25,P,1.25,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008201.SH,20241014,0.2286,190.0,48.9678,华夏上证科创板50ETF期权2410认沽1.20,P,1.2,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008200.SH,20241014,0.0013,48413.0,94.8255,华夏上证科创板50ETF期权2410认购1.35,C,1.35,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008199.SH,20241014,0.0018,13766.0,30.9679,华夏上证科创板50ETF期权2410认购1.30,C,1.3,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
10008198.SH,20241014,0.0022,15723.0,56.0908,华夏上证科创板50ETF期权2410认购1.25,C,1.25,2024-10-23,20241009,20241023,2.827,1.1811,1.93,0.024657534246575342
